area,time,pct_change_from_initial
5294,2016-05-29,0.0
5412,2016-06-18,2.2289384208537966
5276,2016-07-28,0.34000755572346053
5050,2018-04-19,4.60899131091802
5464,2018-06-23,3.2111824707215715
5227,2019-05-19,1.2655836796373252
5340,2019-06-08,0.8689081979599547
5387,2019-06-13,1.7567057045712127
5316,2020-05-28,0.415564790328674
5297,2020-06-07,0.05666792595391009
5332,2020-06-17,0.7177937287495277
5290,2021-05-28,0.07555723460521345
5369,2021-06-22,1.4166981488477521
5448,2021-07-02,2.9089535323007176
5370,2021-07-07,1.4355874574990555
5354,2021-07-22,1.1333585190782016
5145,2021-08-06,2.814506989044201
5351,2022-06-17,1.0766905931242916
5301,2022-06-22,0.13222516055912353
5311,2022-06-27,0.32111824707215714
5298,2022-07-02,0.07555723460521345
5318,2022-07-07,0.4533434076312807
5223,2022-07-22,1.3411409142425386
5100,2022-08-01,3.664525878352852
4957,2022-08-26,6.365697015489233
5019,2022-08-31,5.194559879108425
4996,2022-10-30,5.629013978088402
4947,2022-12-04,6.554590102002267
5341,2023-06-02,0.887797506611258
5316,2023-06-22,0.415564790328674
5261,2023-06-27,0.6233471854930109
5332,2023-07-02,0.7177937287495277
5392,2023-07-07,1.8511522478277296
5372,2023-07-12,1.4733660748016624
5094,2023-07-17,3.7778617302606725
5297,2023-07-22,0.05666792595391009
5002,2023-07-27,5.515678126180582
5256,2023-08-01,0.7177937287495277
5054,2023-08-16,4.5334340763128065
5212,2023-08-21,1.5489233094068757
5106,2024-05-12,3.551190026445032
5497,2024-05-22,3.8345296562145825
5278,2024-06-01,0.3022289384208538
5339,2024-06-06,0.8500188893086513
5285,2024-07-06,0.17000377786173027
5152,2024-07-11,2.682281828485077
5307,2024-07-16,0.2455610124669437
5256,2024-07-31,0.7177937287495277
5103,2024-08-15,3.607857952398942
5006,2024-09-04,5.4401208915753685
5069,2024-09-14,4.250094446543256
