area,time,pct_change_from_initial
700,2016-05-29,0.0
683,2016-06-18,2.4285714285714284
691,2016-07-28,1.2857142857142856
696,2018-04-19,0.5714285714285714
681,2018-06-23,2.7142857142857144
698,2019-05-19,0.2857142857142857
691,2019-06-08,1.2857142857142856
685,2019-06-13,2.142857142857143
697,2020-05-28,0.4285714285714286
663,2020-06-07,5.285714285714286
696,2020-06-17,0.5714285714285714
709,2021-06-22,1.2857142857142856
687,2021-07-02,1.8571428571428572
686,2021-07-07,2.0
698,2021-07-22,0.2857142857142857
701,2021-07-27,0.14285714285714285
684,2021-08-06,2.2857142857142856
684,2022-06-17,2.2857142857142856
695,2022-06-22,0.7142857142857143
685,2022-07-02,2.142857142857143
640,2022-07-07,8.571428571428571
685,2022-07-22,2.142857142857143
682,2022-08-01,2.571428571428571
700,2022-08-26,0.0
646,2022-10-30,7.7142857142857135
705,2022-11-04,0.7142857142857143
702,2022-12-04,0.2857142857142857
696,2023-05-18,0.5714285714285714
685,2023-06-02,2.142857142857143
682,2023-06-22,2.571428571428571
681,2023-06-27,2.7142857142857144
684,2023-07-02,2.2857142857142856
684,2023-07-07,2.2857142857142856
678,2023-07-12,3.1428571428571432
684,2023-07-17,2.2857142857142856
675,2023-07-22,3.571428571428571
683,2023-07-27,2.4285714285714284
679,2023-08-01,3.0
679,2023-08-16,3.0
699,2023-08-21,0.14285714285714285
700,2024-05-12,0.0
694,2024-06-01,0.8571428571428572
692,2024-07-06,1.1428571428571428
689,2024-07-11,1.5714285714285716
695,2024-07-16,0.7142857142857143
685,2024-07-31,2.142857142857143
707,2024-08-15,1.0
690,2024-09-04,1.4285714285714286
686,2024-09-14,2.0
