area,time,pct_change_from_initial
654,2016-06-18,0.0
665,2017-06-13,1.6819571865443423
664,2017-09-21,1.529051987767584
718,2017-12-10,9.785932721712538
643,2018-06-23,1.6819571865443423
705,2019-05-19,7.79816513761468
667,2019-06-08,1.9877675840978593
665,2019-06-13,1.6819571865443423
674,2020-06-07,3.058103975535168
666,2020-06-17,1.834862385321101
666,2020-07-12,1.834862385321101
663,2021-05-28,1.3761467889908259
658,2021-07-02,0.6116207951070336
654,2021-07-07,0.0
654,2021-08-06,0.0
660,2021-08-11,0.9174311926605505
668,2021-08-16,2.1406727828746175
706,2022-04-18,7.951070336391437
694,2022-05-03,6.116207951070336
644,2022-05-23,1.529051987767584
673,2022-06-12,2.90519877675841
671,2022-06-17,2.599388379204893
664,2022-06-22,1.529051987767584
666,2022-06-27,1.834862385321101
663,2022-07-02,1.3761467889908259
656,2022-07-07,0.3058103975535168
648,2022-07-22,0.9174311926605505
657,2022-08-01,0.45871559633027525
638,2022-08-16,2.4464831804281344
651,2022-08-21,0.45871559633027525
655,2022-08-26,0.1529051987767584
681,2022-08-31,4.128440366972478
711,2022-11-04,8.715596330275229
713,2023-01-13,9.021406727828746
687,2023-05-18,5.045871559633028
676,2023-05-23,3.3639143730886847
690,2023-06-02,5.5045871559633035
664,2023-06-22,1.529051987767584
663,2023-06-27,1.3761467889908259
661,2023-07-02,1.0703363914373087
649,2023-07-07,0.764525993883792
644,2023-07-12,1.529051987767584
661,2023-07-17,1.0703363914373087
654,2023-07-22,0.0
648,2023-07-27,0.9174311926605505
655,2023-08-01,0.1529051987767584
659,2023-08-16,0.764525993883792
680,2023-08-21,3.9755351681957185
696,2024-02-22,6.422018348623854
680,2024-05-12,3.9755351681957185
666,2024-05-27,1.834862385321101
673,2024-06-01,2.90519877675841
673,2024-06-06,2.90519877675841
666,2024-07-06,1.834862385321101
658,2024-07-11,0.6116207951070336
651,2024-07-16,0.45871559633027525
671,2024-07-31,2.599388379204893
685,2024-08-15,4.740061162079511
694,2024-09-04,6.116207951070336
713,2024-10-19,9.021406727828746
