area,time,pct_change_from_initial
267,2016-05-29,0.0
280,2016-06-18,4.868913857677903
270,2020-06-07,1.1235955056179776
270,2020-06-17,1.1235955056179776
242,2021-07-27,9.363295880149813
269,2021-08-06,0.7490636704119851
254,2023-06-22,4.868913857677903
257,2023-06-27,3.7453183520599254
271,2023-07-02,1.4981273408239701
282,2023-07-07,5.617977528089887
286,2023-07-12,7.116104868913857
282,2023-07-17,5.617977528089887
251,2024-05-22,5.992509363295881
259,2024-05-27,2.9962546816479403
269,2024-06-01,0.7490636704119851
280,2024-06-06,4.868913857677903
284,2024-07-06,6.367041198501873
289,2024-07-11,8.239700374531834
