area,time,pct_change_from_initial
252,2016-06-18,0.0
252,2017-06-13,0.0
277,2017-09-21,9.920634920634921
250,2017-12-10,0.7936507936507936
256,2018-06-23,1.5873015873015872
251,2019-06-08,0.3968253968253968
247,2019-06-13,1.984126984126984
233,2020-06-17,7.5396825396825395
253,2020-07-12,0.3968253968253968
250,2021-05-28,0.7936507936507936
227,2021-07-02,9.920634920634921
231,2021-07-07,8.333333333333332
241,2021-08-06,4.365079365079365
245,2021-08-11,2.7777777777777777
262,2021-08-16,3.968253968253968
272,2022-01-03,7.936507936507936
249,2022-04-18,1.1904761904761905
243,2022-05-03,3.571428571428571
228,2022-06-12,9.523809523809524
228,2022-06-17,9.523809523809524
232,2022-06-22,7.936507936507936
230,2022-06-27,8.73015873015873
242,2022-07-02,3.968253968253968
249,2022-07-07,1.1904761904761905
248,2022-07-22,1.5873015873015872
237,2022-08-01,5.952380952380952
252,2022-08-16,0.0
254,2022-08-21,0.7936507936507936
245,2022-08-26,2.7777777777777777
259,2022-08-31,2.7777777777777777
230,2022-11-04,8.73015873015873
271,2022-12-04,7.5396825396825395
257,2023-06-02,1.984126984126984
230,2023-06-22,8.73015873015873
229,2023-06-27,9.126984126984127
257,2023-07-02,1.984126984126984
248,2023-07-07,1.5873015873015872
245,2023-07-12,2.7777777777777777
253,2023-07-17,0.3968253968253968
237,2023-07-22,5.952380952380952
252,2023-07-27,0.0
275,2023-08-01,9.126984126984127
240,2023-08-16,4.761904761904762
249,2023-08-21,1.1904761904761905
230,2024-02-22,8.73015873015873
248,2024-05-12,1.5873015873015872
247,2024-06-01,1.984126984126984
244,2024-06-06,3.1746031746031744
248,2024-07-06,1.5873015873015872
240,2024-07-11,4.761904761904762
255,2024-07-16,1.1904761904761905
255,2024-08-15,1.1904761904761905
242,2024-09-04,3.968253968253968
