area,time,pct_change_from_initial
209,2016-06-18,0.0
229,2017-09-21,9.569377990430622
207,2018-06-23,0.9569377990430622
202,2019-06-08,3.349282296650718
204,2019-06-13,2.3923444976076556
208,2020-06-07,0.4784688995215311
207,2020-06-17,0.9569377990430622
209,2021-05-28,0.0
205,2021-07-02,1.9138755980861244
203,2021-07-07,2.8708133971291865
223,2021-08-06,6.698564593301436
222,2021-08-11,6.220095693779904
213,2021-08-16,1.9138755980861244
215,2022-04-18,2.8708133971291865
215,2022-05-03,2.8708133971291865
198,2022-06-17,5.263157894736842
205,2022-06-22,1.9138755980861244
218,2022-06-27,4.30622009569378
201,2022-07-02,3.827751196172249
203,2022-07-07,2.8708133971291865
202,2022-07-22,3.349282296650718
206,2022-08-01,1.4354066985645932
206,2022-08-16,1.4354066985645932
212,2022-08-21,1.4354066985645932
213,2022-08-26,1.9138755980861244
212,2022-08-31,1.4354066985645932
197,2023-06-02,5.741626794258373
197,2023-06-27,5.741626794258373
200,2023-07-02,4.30622009569378
201,2023-07-07,3.827751196172249
201,2023-07-12,3.827751196172249
207,2023-07-17,0.9569377990430622
201,2023-07-22,3.827751196172249
219,2023-08-01,4.784688995215311
213,2023-08-16,1.9138755980861244
207,2023-08-21,0.9569377990430622
212,2024-05-12,1.4354066985645932
202,2024-06-01,3.349282296650718
204,2024-06-06,2.3923444976076556
212,2024-07-06,1.4354066985645932
205,2024-07-11,1.9138755980861244
204,2024-07-16,2.3923444976076556
207,2024-07-31,0.9569377990430622
212,2024-08-15,1.4354066985645932
215,2024-09-04,2.8708133971291865
