area,time,pct_change_from_initial
889,2016-05-29,0.0
887,2016-07-28,0.22497187851518563
930,2018-04-19,4.611923509561304
902,2020-05-28,1.4623172103487065
894,2020-06-07,0.562429696287964
896,2020-06-17,0.7874015748031495
905,2021-07-22,1.799775028121485
885,2021-07-27,0.44994375703037126
903,2022-07-07,1.574803149606299
899,2022-08-01,1.124859392575928
900,2022-08-26,1.2373453318335208
907,2022-08-31,2.0247469066366706
974,2022-11-04,9.561304836895388
947,2022-12-04,6.524184476940382
888,2023-07-17,0.11248593925759282
895,2023-07-22,0.6749156355455568
899,2023-07-27,1.124859392575928
882,2023-08-16,0.7874015748031495
930,2024-05-12,4.611923509561304
923,2024-05-27,3.824521934758155
912,2024-06-06,2.5871766029246346
894,2024-07-06,0.562429696287964
897,2024-07-11,0.8998875140607425
896,2024-07-31,0.7874015748031495
896,2024-08-15,0.7874015748031495
909,2024-09-14,2.249718785151856
