area,time,pct_change_from_initial
1549,2016-05-29,0.0
1553,2016-06-18,0.25823111684958033
1547,2016-07-28,0.12911555842479017
1579,2018-04-19,1.9367333763718526
1528,2018-06-23,1.355713363460297
1566,2019-05-19,1.0974822466107166
1542,2019-06-08,0.4519044544867657
1541,2019-06-13,0.5164622336991607
1546,2020-05-28,0.19367333763718528
1537,2020-06-07,0.7746933505487411
1545,2020-06-17,0.25823111684958033
1607,2021-06-22,3.7443511943189156
1529,2021-07-02,1.2911555842479019
1528,2021-07-07,1.355713363460297
1547,2021-07-22,0.12911555842479017
1551,2021-07-27,0.12911555842479017
1516,2021-08-06,2.130406714009038
1520,2022-06-17,1.8721755971594578
1539,2022-06-22,0.6455777921239509
1513,2022-07-02,2.324080051646223
1518,2022-07-22,2.001291155584248
1524,2022-08-01,1.6139444803098775
1582,2022-08-26,2.130406714009038
1580,2022-08-31,2.001291155584248
1559,2022-10-30,0.6455777921239509
1568,2022-11-04,1.2265978050355069
1554,2022-12-04,0.32278889606197547
1518,2023-05-18,2.001291155584248
1506,2023-06-02,2.775984506132989
1503,2023-06-22,2.9696578437701744
1516,2023-06-27,2.130406714009038
1517,2023-07-02,2.0658489347966427
1519,2023-07-07,1.9367333763718526
1519,2023-07-12,1.9367333763718526
1522,2023-07-17,1.7430600387346677
1514,2023-07-22,2.259522272433828
1512,2023-07-27,2.3886378308586185
1514,2023-08-01,2.259522272433828
1517,2023-08-16,2.0658489347966427
1536,2023-08-21,0.8392511297611362
1542,2024-05-12,0.4519044544867657
1583,2024-05-27,2.194964493221433
1527,2024-06-01,1.4202711426726922
1480,2024-07-06,4.454486765655261
1535,2024-07-11,0.9038089089735314
1533,2024-07-16,1.0329244673983213
1525,2024-07-31,1.5493867010974822
1572,2024-09-04,1.4848289218850872
1576,2024-09-14,1.7430600387346677
