area,time,pct_change_from_initial
984,2016-05-29,0.0
960,2016-07-28,2.4390243902439024
1008,2018-04-19,2.4390243902439024
1007,2019-05-19,2.33739837398374
1002,2020-05-28,1.8292682926829267
1023,2020-06-07,3.9634146341463414
1007,2020-06-17,2.33739837398374
963,2021-05-28,2.1341463414634148
1031,2021-06-22,4.776422764227642
996,2021-07-27,1.2195121951219512
1053,2022-06-17,7.01219512195122
1009,2022-06-27,2.540650406504065
991,2022-07-07,0.7113821138211381
1078,2022-07-22,9.552845528455284
960,2022-08-01,2.4390243902439024
939,2022-08-26,4.573170731707317
946,2022-08-31,3.861788617886179
1070,2023-07-02,8.739837398373984
1071,2023-07-07,8.841463414634147
1052,2023-07-12,6.910569105691057
976,2023-07-17,0.8130081300813009
979,2023-07-22,0.5081300813008129
952,2023-07-27,3.2520325203252036
1029,2023-08-01,4.573170731707317
958,2023-08-16,2.642276422764228
1064,2023-08-21,8.130081300813007
954,2024-05-12,3.048780487804878
970,2024-05-22,1.4227642276422763
952,2024-05-27,3.2520325203252036
1077,2024-06-01,9.451219512195122
932,2024-06-06,5.284552845528456
948,2024-07-06,3.6585365853658534
939,2024-07-11,4.573170731707317
1058,2024-07-16,7.520325203252034
971,2024-07-31,1.321138211382114
922,2024-08-15,6.300813008130081
1050,2024-09-04,6.707317073170732
893,2024-09-14,9.247967479674797
